,表示用,,,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,8時間,,短時間,,,,許容濃度,,最大許容濃度,,,,,TWA,,STEL,,C,,,,,MAK,,Peak lim,,,,,,,,,水溶解度,,蒸気圧,,,,,,特化則,特化則,特化則,特化則,有機則,有機則,有機則,鉛則,四アルキル鉛中毒予防規則
CAS RN,Text,日本語名称,英語名称,GHS分類結果_ID,爆発物,可燃性ガス,エアゾール,酸化性ガス,高圧ガス,引火性液体,可燃性固体,自己反応性化学品,自然発火性液体,自然発火性固体,自己発熱性化学品,水反応可燃性化学品,酸化性液体,酸化性固体,有機過酸化物,金属腐食性化学品,鈍性化爆発物,急性毒性（経口）,急性毒性（経皮）,急性毒性（吸入：ガス）,急性毒性（吸入：蒸気）,急性毒性（吸入：粉塵、ミスト）,皮膚腐食性／刺激性,眼に対する重篤な損傷性／眼刺激性,呼吸器感作性,皮膚感作性,生殖細胞変異原性,発がん性,生殖毒性,特定標的臓器毒性（単回暴露）,特定標的臓器毒性（反復暴露）,誤えん有害性,水生環境有害性　短期（急性）,水生環境有害性　長期（慢性）,オゾン層への有害性,詳細情報（NITE HP　GHS分類結果）,モデルラベル掲載ページURL,モデルＳＤＳ掲載ページURL,ppm,mg/m3,ppm,mg/m3,備考,年度,ppm,mg/m3,ppm,mg/m3,備考,皮膚吸収,提案年度,ppm,mg/m3,ppm,mg/m3,ppm,mg/m3,備考,Skin,ドキュメンテーション採用年,ppm,mg/m3,ppm,mg/m3,備考,ドキュメンテーション採用年,"性状
液体:1、固体:2、気体:3",分子量,沸点,水／オクタノール分配係数（logKow）,引火点,値,単位,値,単位,皮膚等障害化学物質,がん原性物質,濃度基準値設定物質,皮膚等障害化学物質の裾切値,第１類,第２類,第３類,裾切,第１類,第２類,第３類,,
110-52-1,"1,4-ジブロモブタン","1,4-ジブロモブタン","1,4-Dibromobutane",m-nite-110-52-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-52-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-52-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-52-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,215.92,197,2.99,131,350,mg/L,0.616,mmHg,,,,,,,,,,,,,
110-54-3,ノルマル‐ヘキサン,ノルマル‐ヘキサン,n-Hexane,m-nite-110-54-3,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,2,3,1,1,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-54-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-54-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-54-3.html,,,,,,,40,140,,,,皮,1985,50,,,,,,,Skin,1998,50,180,400,1440,II(8),,1,86.18,69,3.9,-22,0.0013,g/100mL,16000,Pa,1,,,1,,,,,,1,,,
110-62-3,1-ペンタナール (別名：n-バレルアルデヒド),1-ペンタナール (別名：n-バレルアルデヒド),1-Pentanal (n-Valeraldehyde),m-nite-110-62-3,,,,,,2,,,,,,,,,,,,,,,4,,1,1,,,,,,3,,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-62-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-62-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-62-3.html,,,,,,,,,,,,,,50,,,,,,,,1984,,,,,,,1,86.13,103,,6,12,g/L,3.4,kPa,1,,,1,,,,,,,,,
110-64-5,"2-ブテン-1,4-ジオール","2-ブテン-1,4-ジオール","2-Butene-1,4-diol",m-nite-110-64-5,,,,,,,,G,,,,,,,,,,4,,,,,,,,,,,,,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-64-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-64-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-64-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.11,240,-0.9,127,619000,mg/L,0.0462,mmHg,,,,,,,,,,,,,
110-65-6,"2-ブチン-1,4-ジオール","2-ブチン-1,4-ジオール","2-Butyne-1,4-diol",m-nite-110-65-6,,,,,,,,G,,,,,,,,,,3,3,,,3,1,1,,1,,,,1,1,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-65-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-65-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-65-6.html,,,,,,,,,,,,,,,,,,,,,,,0.1,0.36,0.1,0.36,I(1),,2,86.08924,,0.73,152,75,g/100mL,,,1,,,1,,,,,,,,,
110-71-4,"1,2‐ジメトキシエタン","1,2‐ジメトキシエタン","1,2-dimethoxyethane; ethylene glycol dimethyl ether; EGDME",m-nite-110-71-4,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,1B,3,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-71-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-71-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-71-4.html,,,,,,,,,,,,,,0.5,,,,,,,Skin,2023,,,,,,,1,90.12,82,-0.21,4.5,1000000,mg/L,48,mmHg,,,,,,,,,,,,,
110-80-5,エチレングリコールモノエチルエーテル,エチレングリコールモノエチルエーテル,Ethylene glycol monoethyl ether,m-nite-110-80-5,,,,,,3,,,,,,,,,,,,,,,4,,,2B,,,,,1B,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-80-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-80-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-80-5.html,,,,,,,5,18,,,,皮,1985,5,,,,,,,Skin,2003,2,7.5,16,60,II(8),,1,90.12,135.6,-0.32,44,1000000,mg/L,0.5,kPa,1,,,0.3,,,,,,1,,,
110-81-6,ジエチルジスルファン,ジエチルジスルファン,Diethyldisulfane,m-nite-110-81-6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-81-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-81-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-81-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122.24,154,2.86,40,300,mg/L,4.28,mmHg,,,,,,,,,,,,,
110-82-7,シクロヘキサン,シクロヘキサン,Cyclohexane,m-nite-110-82-7,,,,,,2,,,,,,,,,,,,,,,,,2,2,,,,,,2,,,1,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-82-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-82-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-82-7.html,100,,,,,2023,150,520,,,,,1970,100,,,,,,,,2020,200,700,800,2800,II(4),,1,84.16,81,3.4,-18,0.01,g/100mL,10.3,kPa,,,1,,,,,,,,,,
110-83-8,シクロヘキセン,シクロヘキセン,Cyclohexene,m-nite-110-83-8,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,2,,1,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-83-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-83-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-83-8.html,,,,,,,,,,,,,,20,,,,,,,,2020,,,,,,,1,82.14,83,2.86,-6,213,mg/L,8.9,kPa,,,,,,,,,,,,,
110-85-0,ピペラジン,ピペラジン,Piperazine,m-nite-110-85-0,,,,,,,,,,,,,,,,,,,4,,,4,1,1,1,1,,,2,1,1,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-85-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-85-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-85-0.html,,,,,,,,,,,,,,0.03,,,,,,,,2014             ,,,,,,,2,86.14,,-1.17,65,15,g/100mL,21,Pa,1,,,1,,,,,,,,,
110-86-1,ピリジン,ピリジン,Pyridine,m-nite-110-86-1,,,,,,2,,,,,,,,,,,,4,4,,4,,1,1,,,,2,2,1,1,1,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-86-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-86-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-86-1.html,1,,,,,2022,,,,,,,,1,,,,,,,,2004,,,,,,,1,79.1,115,0.65,20,1000000,mg/L,2,kPa,1,,1,1,,,,,,,,,
110-87-2,"3, 4-ジヒドロ-2H-ピラン","3, 4-ジヒドロ-2H-ピラン","3,4-Dihydro-2H-pyran",m-nite-110-87-2,,,,,,2,,G,,,,,,,,,,,,,,,,,,1B,,,,,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-87-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-87-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-87-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84.11642,86,0.69,-9,33100,mg/L,794,mmHg,1,,,1,,,,,,,,,
110-88-3,"1,3,5-トリオキサン","1,3,5-トリオキサン","1,3,5-trioxan; trioxymethylene",m-nite-110-88-3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-88-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-88-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-88-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90.08,,-0.43,45,21.1,g/100mL,17.5,mmHg,,,,,,,,,,,,,
110-89-4,ピペリジン,ピペリジン,piperidine,m-nite-110-89-4,,,,,,2,,,,,,,,,,,,4,3,,3,,1,1,,,,,2,1,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-89-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-89-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-89-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.15,106,0.84,16,1000000,mg/L,32.1,mmHg,1,,,1,,,,,,,,,
110-91-8,モルホリン,モルホリン,Morpholine,m-nite-110-91-8,,,,,,3,,,,,,,,,,,,4,3,,3,,1,1,,,,,,1,1,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-91-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-91-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-91-8.html,,,,,,,,,,,,,,20,,,,,,,Skin,1996,5,18,5,18,I(1),2021,1,87.12,129,-0.86,31,,,1.06,kPa,1,,,1,,,,,,,,,
110-93-0,6-メチル-5-ヘプテン-2-オン,6-メチル-5-ヘプテン-2-オン,6-Methyl-5-hepten-2-one,m-nite-110-93-0,,,,,,3,,,,,,,,,,,,,,,,,,2B,,,,,,3,,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-93-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-93-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-93-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,126.2,172,2.4,56,3,g/L,1,hPa,,,,,,,,,,,,,
110-96-3,ジイソブチルアミン,ジイソブチルアミン,Diisobutylamine,m-nite-110-96-3,,,,,,3,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-96-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-96-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-96-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,129.24,139,2.84,29,2200,mg/L,7.27,mmHg,,,,,,,,,,,,,
110-97-4,ジイソプロパノールアミン,ジイソプロパノールアミン,"1,1'-iminodipropan-2-ol; di-isopropanolamine",m-nite-110-97-4,,,,,,,,,,,,,,,,,,,,,,,1,2A,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-110-97-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab110-97-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/110-97-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,133.19,,-0.82,127,870,g/L,,,1,,,1,,,,,,,,,
111-11-5,メチル=オクタノアート,メチル=オクタノアート,Methyl octanoate,m-nite-111-11-5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-11-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-11-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-11-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,158.24,192.9,3.32,69,64,mg/L,1.33,mmHg,,,,,,,,,,,,,
111-13-7,2-オクタノン,2-オクタノン,2-Octanone,m-nite-111-13-7,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,3,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-13-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-13-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-13-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,128.21,172.5,2.37,52,900,mg/L,1.35,mmHg,,,,,,,,,,,,,
111-14-8,ノルマルヘプタン酸,ノルマルヘプタン酸,heptanoic acid,m-nite-111-14-8,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-14-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-14-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-14-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130.18,223.01,2.42,118,0.24,g/100mL,0.0107,mmHg,1,,,1,,,,,,,,,
111-15-9,エチレングリコールモノエチルエーテルアセテート(別名：セロソルブアセテート),エチレングリコールモノエチルエーテルアセテート(別名：セロソルブアセテート),Ethylene glycol monoethyl ether acetate (Cellosolve acetate),m-nite-111-15-9,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,1B,2,1,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-15-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-15-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-15-9.html,,,,,,,5,27,,,,皮,1985,5,,,,,,,Skin,2003,2,11,16,88,II(8),,1,132.16,156.4,0.24,52,229,g/L,2.34,mmHg,1,,,0.3,,,,,,1,,,
111-17-1,"3,3'-チオジプロピオン酸","3,3'-チオジプロピオン酸","3,3'-Thiodipropionic acid",m-nite-111-17-1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-17-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-17-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-17-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,178.2,,-0.18,126,37200,mg/L,,,1,,,1,,,,,,,,,
111-18-2,"N,N,N',N'-テトラメチル-1,6-ヘキサメチレンジアミン","N,N,N',N'-テトラメチル-1,6-ヘキサメチレンジアミン","N,N,N',N'-Tetramethyl-1,6-hexamethylenediamine",m-nite-111-18-2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-18-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-18-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-18-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172.31,209.5,1.99,74,,,,,,,,,,,,,,,,,
111-27-3,1-ヘキサノール,1-ヘキサノール,hexan-1-ol,m-nite-111-27-3,,,,,,3,,,,,,,,,,,,,,,,,2,2A,,,,,,,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-27-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-27-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-27-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.17,157,2.03,63,6,g/L,10,Pa,,,,,,,,,,,,,
111-30-8,グルタルアルデヒド,グルタルアルデヒド,Glutaraldehyde,m-nite-111-30-8,,,,,,4,,,,,,,,,,,,3,3,,1,,1B,1,1A,1A,,,,1,1,,1,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-30-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-30-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-30-8.html,,,0.03,,天井値,2022,,,0.03,,,,2006,,,,,0.05,,,,2015,,,0.1,0.42,I(2)、長時間値削除,,1,100.12,188,-0.18,71,167000,mg/L,2200,Pa,1,,1,1,,,,,,,,,
111-31-9,1-ヘキサンチオール,1-ヘキサンチオール,1-Hexanethiol,m-nite-111-31-9,,,,,,2,,,,,,,,,,,,4,,,3,,,,,,,,,1,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-31-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-31-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-31-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,118.24,151,5.35,30,177,mg/L,0.16,kPa,,,,,,,,,,,,,
111-36-4,1-イソシアナートブタン,1-イソシアナートブタン,1-Isocyanatobutane,m-nite-111-36-4,,,,,,2,,,,,,,,,,,,4,,,1,,1,1,,1,,,,1,,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-36-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-36-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-36-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.13,116,2.26,19,1400,mg/L,17.6,mmHg,1,,,1,,,,,,,,,
111-40-0,"N-（2-アミノエチル）-1,2-エタンジアミン　（別名：ジエチレントリアミン）","N-（2-アミノエチル）-1,2-エタンジアミン　（別名：ジエチレントリアミン）","N-(2-Aminoethyl)-1,2-ethanediamine; Diethylenetriamine",m-nite-111-40-0,,,,,,,,,,,,,,,,,,4,4,,,,1,1,1,1,,,1B,,,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-40-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-40-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-40-0.html,,,,,,,,,,,,,,1,,,,,,,Skin,1985,,,,,,,1,103.17,207,-1.3,97,1000000,mg/L,37,Pa,1,,,0.3,,,,,,,,,
111-41-1,N-（2-アミノエチル）-2-アミノエタノール,N-（2-アミノエチル）-2-アミノエタノール,N-(2-Aminoethyl)-2-aminoethanol,m-nite-111-41-1,,,,,,,,,,,,,,,,,,,,,,,1B,1,1,1,,,1B,,2,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-41-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-41-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-41-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.15,243.8,-1.46,132,1000000,mg/L,0.000819,mmHg,1,,,1,,,,,,,,,
111-42-2,２，２’－イミノジエタノール,２，２’－イミノジエタノール,"2,2'-Iminodiethanol",m-nite-111-42-2,,,,,,,,,,,,,,,,,,,,,,,2,1,,1A,,2,2,1,1,,2,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-42-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-42-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-42-2.html,,1,,,,2022,,,,,,,,,1,,,,,,Skin,2009,,1,,1,I(1),,1,105.14,269,-1.43,152,1000000,mg/L,0.0002801,mmHg,1,,1,1,,,,,,,,,
111-43-3,ジプロピルエーテル,ジプロピルエーテル,Dipropyl ether,m-nite-111-43-3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-43-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-43-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-43-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.17,90.5,2.03,21,4900,mg/L,62.5,mmHg,,,,,,,,,,,,,
111-44-4,ビス(2-クロロエチル)エーテル,ビス(2-クロロエチル)エーテル,Bis(2-chloroethyl) ether,m-nite-111-44-4,,,,,,3,,,,,,,,,,,,3,3,,1,,2,2B,,,,2,,1,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-44-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-44-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-44-4.html,,,,,,,15,88,,,,皮,1967,5,,10,,,,,Skin,1996,0.5,3,1,6,II(2),2022,1,143.01,178,1.29,55,17,g/L,0.206,kPa,1,,,1,,,,,,,,,
111-46-6,ジエチレングリコール,ジエチレングリコール,"2,2' -oxybisethanol; diethylene glycol",m-nite-111-46-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-46-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-46-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-46-6.html,,,,,,,,,,,,,,,,,,,,,,,10,44,40,176,II(4),,1,106.12,244,-1.47,124,1000000,mg/L,0.0057,mmHg,,,,,,,,,,,,,
111-48-8,チオジエチレングリコール,チオジエチレングリコール,"2,2'-thiodiethanol; thiodiglycol",m-nite-111-48-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-48-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-48-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-48-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122.18,282,-0.63,150,100,g/100mL,0.43,Pa,,,,,,,,,,,,,
111-49-9,ヘキサヒドロ-1H-アゼピン,ヘキサヒドロ-1H-アゼピン,Hexahydro-1H-azepin,m-nite-111-49-9,,,,,,2,,,,,,,,,,,,2,,,3,,1,1,,,,,,2,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-49-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-49-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-49-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.17,139,1.68,18,170000,mg/L,8.09,mmHg,1,,,1,,,,,,,,,
111-65-9,n-オクタン,n-オクタン,n-Octane,m-nite-111-65-9,,,,,,2,,,,,,,,,,,,,,,,,2,2,,,,,,3,,1,1,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-65-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-65-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-65-9.html,,,,,,,300,1400,,,,,1989,300,,,,,,,,1999,500,2400,1000,4800,II(2),,1,114.23,125.67,5.18,13,,,6710,Pa,,,,,,,,,,,,,
111-66-0,オクタ-1-エン（別名：1-オクテン）,オクタ-1-エン（別名：1-オクテン）,Oct-1-ene; 1-Octene,m-nite-111-66-0,,,,,,2,,,,,,,,,,,,,,,4,,2,,,,,,,3,,1,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-66-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-66-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-66-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,112.21,121,4.57,8,4,mg/L,17.4,mmHg,,,,,,,,,,,,,
111-69-3,アジポニトリル,アジポニトリル,Adiponitrile,m-nite-111-69-3,,,,,,,,,,,,,,,,,,3,3,,,4,,2B,,,,,,1,2,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-69-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-69-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-69-3.html,,,,,,,,,,,,,,2,,,,,,,Skin,1994,,,,,,,1,108.14,295,-0.32,159,80000,mg/L,0.000678,mmHg,1,,,1,,,,,,,,,
111-70-6,1-ヘプタノール,1-ヘプタノール,1-Heptanol,m-nite-111-70-6,,,,,,4,,,,,,,,,,,,,,,,,2,2,,,,,,,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-70-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-70-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-70-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.2,175.8,2.62,70,1670,mg/L,0.2163,mmHg,,,,,,,,,,,,,
111-71-7,ヘプタナール,ヘプタナール,Heptanal,m-nite-111-71-7,,,,,,3,,,,,,,,,,,,,,,,,2,2B,,,,,,3,,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-71-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-71-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-71-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.19,152.8,2.29,48,1250,mg/L,3.52,mmHg,,,,,,,,,,,,,
111-76-2,エチレングリコールモノ‐ノルマル‐ブチルエーテル（別名ブチルセロソルブ）,エチレングリコールモノ‐ノルマル‐ブチルエーテル（別名ブチルセロソルブ）,Ethylene glycol mono-n-butyl ether (Butyl cellosolve),m-nite-111-76-2,,,,,,4,,,,,,,,,,,,4,3,,2,,2,2A,,,,,2,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-111-76-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab111-76-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/111-76-2.html,,,,,,,,,20,97,,皮,2017,20,,,,,,,,2003,10,49,20,98,I(2),,1,118.18,168.4,0.83,62,1000000,mg/L,0.76,mmHg,1,,,1,,,,,,1,,,
